

Trajectories
100
,,two_spineMJ:spine_top,,,two_spineMJ:spine_bottom,,,two_spineMJ:hip_top,,,two_spineMJ:hip_bottom,,,two_spineMJ:hip_middle,,,two_spineMJ:knee,,,two_spineMJ:heel,,,two_spineMJ:foot_mid,,,two_spineMJ:toe,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
104,0,567.393,133.879,61.5325,671.55,91.6161,40.0463,491.132,103.849,121.5,667.185,45.8908,87.8908,610.978,62.0019,115.138,516.206,-63.0476,144.544,701.031,-152.292,85.537,706.807,-226.821,102.288,718.465,-305.906,102.039
105,0,567.386,133.879,61.5572,671.554,91.5758,40.0183,491.118,103.846,121.503,667.185,45.8907,87.89,610.979,61.9713,115.118,516.222,-63.0624,144.549,701.013,-152.278,85.5489,706.791,-226.81,102.358,718.475,-305.932,102.012
106,0,567.386,133.875,61.5589,671.545,91.5726,40.0011,491.112,103.808,121.449,667.181,45.8708,87.8688,610.957,61.9552,115.131,516.188,-63.0905,144.504,701.048,-152.298,85.5138,706.793,-226.814,102.328,718.458,-305.924,102.059
107,0,567.392,133.838,61.5359,671.554,91.5799,40.0215,491.102,103.828,121.473,667.184,45.8692,87.8183,610.975,61.9827,115.125,516.206,-63.0958,144.458,701.048,-152.299,85.514,706.793,-226.868,102.307,718.476,-305.937,102.078
108,0,567.397,133.855,61.5157,671.537,91.5633,39.9541,491.12,103.82,121.435,667.202,45.8633,87.8618,610.977,61.9534,115.104,516.178,-63.1318,144.436,701.015,-152.316,85.5019,706.793,-226.852,102.357,718.484,-305.964,102.007
109,0,567.385,133.867,61.5231,671.537,91.5605,39.9537,491.118,103.82,121.435,667.204,45.8621,87.8108,610.957,61.9558,115.13,516.177,-63.115,144.478,701.017,-152.323,85.5302,706.811,-226.879,102.301,718.513,-305.958,101.992
110,0,567.384,133.884,61.5284,671.532,91.5837,39.9693,491.092,103.83,121.402,667.185,45.8689,87.8204,610.974,61.9825,115.126,516.16,-63.1052,144.525,701.049,-152.303,85.5445,706.791,-226.854,102.291,718.475,-305.937,102.051
111,0,567.375,133.869,61.5263,671.552,91.582,39.9876,491.102,103.832,121.451,667.183,45.87,87.8587,610.976,61.9524,115.105,516.171,-63.0832,144.552,701.014,-152.282,85.5794,706.802,-226.848,102.375,718.475,-305.962,102.071
112,0,567.389,133.843,61.5063,671.566,91.6016,40.0226,491.109,103.791,121.423,667.183,45.8702,87.8533,610.957,61.9552,115.131,516.193,-63.1108,144.489,701.032,-152.295,85.5675,706.819,-226.857,102.343,718.508,-305.943,102.075
113,0,567.388,133.86,61.5116,671.554,91.5748,40.0199,491.106,103.805,121.457,667.181,45.871,87.8716,610.943,61.9795,115.143,516.158,-63.1239,144.509,701.043,-152.302,85.5437,706.823,-226.834,102.335,718.487,-305.923,102.04
114,0,567.391,133.853,61.5431,671.554,91.5768,40.0199,491.106,103.83,121.445,667.182,45.8699,87.836,610.975,61.982,115.125,516.174,-63.1062,144.472,701.043,-152.275,85.5292,706.814,-226.854,102.34,718.487,-305.943,102.063
115,0,567.393,133.837,61.5379,671.553,91.563,40.0102,491.092,103.767,121.414,667.185,45.8393,87.8084,610.958,61.9556,115.13,516.179,-63.1386,144.486,701.027,-152.344,85.545,706.81,-226.903,102.351,718.475,-305.961,102.064
116,0,567.394,133.845,61.477,671.537,91.5833,40.0445,491.107,103.761,121.379,667.185,45.8689,87.8204,610.957,61.9567,115.13,516.178,-63.1378,144.489,701.027,-152.343,85.5124,706.79,-226.867,102.444,718.474,-305.962,102.076
117,0,567.372,133.866,61.5005,671.547,91.6092,40.0065,491.095,103.803,121.402,667.183,45.8995,87.8778,610.975,61.9828,115.125,516.183,-63.1186,144.478,701.004,-152.289,85.5499,706.805,-226.833,102.38,718.479,-305.969,101.984
118,0,567.359,133.85,61.4943,671.526,91.5842,39.9785,491.078,103.78,121.411,667.183,45.8703,87.8656,610.956,61.9566,115.179,516.178,-63.1405,144.487,701.01,-152.317,85.5317,706.806,-226.864,102.336,718.498,-305.93,102.012
119,0,567.393,133.821,61.4877,671.554,91.5891,40.0327,491.082,103.761,121.397,667.185,45.8399,87.8433,610.939,61.9328,115.159,516.194,-63.1443,144.465,701.01,-152.318,85.5639,706.817,-226.887,102.277,718.502,-305.971,101.983
120,0,567.39,133.84,61.5319,671.564,91.5987,40.0882,491.104,103.793,121.464,667.201,45.8645,87.9128,610.957,61.9567,115.179,516.214,-63.128,144.499,701.045,-152.339,85.5284,706.793,-226.855,102.444,718.515,-305.981,102.035
121,0,567.384,133.869,61.5192,671.577,91.6488,40.0765,491.118,103.801,121.453,667.202,45.8634,87.8652,610.956,61.9894,115.173,516.19,-63.0954,144.532,701.056,-152.291,85.58,706.822,-226.857,102.409,718.508,-305.918,102.088
122,0,567.389,133.844,61.5044,671.581,91.608,40.0482,491.109,103.786,121.446,667.205,45.8326,87.8359,610.954,61.9355,115.118,516.212,-63.1402,144.46,701.025,-152.307,85.5922,706.817,-226.859,102.358,718.518,-305.944,102.047
123,0,567.381,133.824,61.532,671.538,91.548,39.983,491.115,103.754,121.472,667.185,45.8367,87.8647,610.958,61.9268,115.158,516.199,-63.1428,144.535,701.052,-152.328,85.5307,706.829,-226.884,102.314,718.538,-305.985,101.993
124,0,567.377,133.836,61.511,671.539,91.5536,39.9836,491.111,103.766,121.441,667.201,45.8638,87.8636,610.957,61.956,115.131,516.195,-63.1503,144.494,701.033,-152.329,85.5087,706.812,-226.859,102.299,718.538,-305.95,101.949
125,0,567.358,133.873,61.539,671.515,91.5268,39.9293,491.065,103.775,121.421,667.189,45.8958,87.8491,610.96,62.0055,115.212,516.177,-63.097,144.487,701.029,-152.286,85.5345,706.809,-226.83,102.309,718.509,-305.914,102.024
126,0,567.377,133.82,61.5039,671.497,91.5322,39.9511,491.082,103.761,121.396,667.148,45.8562,87.8417,610.939,61.9611,115.13,516.158,-63.1029,144.495,700.999,-152.31,85.5417,706.812,-226.839,102.346,718.495,-305.935,102.063
127,0,567.376,133.849,61.5467,671.516,91.5158,39.9607,491.095,103.808,121.419,667.146,45.8059,87.8,610.935,61.9425,115.118,516.167,-63.1269,144.483,701.006,-152.308,85.5506,706.78,-226.845,102.405,718.448,-305.94,102.133
128,0,567.391,133.855,61.6061,671.545,91.5486,40.0175,491.11,103.848,121.439,667.169,45.8221,87.7572,610.939,61.9399,115.085,516.179,-63.0692,144.536,701.015,-152.285,85.618,706.761,-226.838,102.419,718.422,-305.936,102.131
129,0,567.432,133.887,61.5612,671.578,91.5622,40.0119,491.165,103.9,121.418,667.207,45.8611,87.8072,610.977,61.9504,115.056,516.19,-63.0427,144.566,701.018,-152.306,85.5791,706.752,-226.846,102.399,718.402,-305.93,102.078
130,0,567.45,133.877,61.4961,671.564,91.5573,39.9742,491.176,103.91,121.39,667.206,45.8317,87.7826,610.98,61.9701,115.069,516.192,-63.0399,144.51,700.981,-152.286,85.5538,706.764,-226.867,102.346,718.357,-305.92,102.086
131,0,567.442,133.936,61.5015,671.574,91.5931,39.9435,491.149,103.994,121.393,667.167,45.8524,87.7759,610.983,62.0193,115.103,516.138,-62.9905,144.541,700.928,-152.295,85.5806,706.684,-226.839,102.381,718.285,-305.898,102.139
132,0,567.439,133.975,61.5274,671.573,91.6121,39.9944,491.129,104.04,121.454,667.167,45.8816,87.7878,610.964,62.0566,115.171,516.134,-62.9674,144.555,700.899,-152.273,85.6299,706.634,-226.84,102.435,718.182,-305.879,102.22
133,0,567.459,134.005,61.5615,671.591,91.5997,39.9742,491.159,104.048,121.409,667.167,45.8523,87.7724,611.001,62.0467,115.097,516.149,-62.948,144.585,700.885,-152.277,85.6763,706.621,-226.876,102.46,718.166,-305.887,102.267
134,0,567.477,134.022,61.5636,671.605,91.6207,40.0083,491.181,104.123,121.413,667.186,45.8486,87.7537,611.002,62.046,115.049,516.169,-62.9058,144.567,700.902,-152.29,85.6122,706.626,-226.86,102.426,718.179,-305.905,102.16
135,0,567.509,133.97,61.5099,671.654,91.6222,39.973,491.24,104.145,121.433,667.227,45.8775,87.7501,611.038,62.0236,115.075,516.215,-62.8895,144.596,700.903,-152.308,85.563,706.64,-226.88,102.379,718.158,-305.937,102.15
136,0,567.515,134.016,61.5524,671.656,91.6173,40.0036,491.252,104.136,121.425,667.241,45.8764,87.7788,611.074,62.016,115.098,516.195,-62.9097,144.595,700.905,-152.327,85.5981,706.617,-226.909,102.404,718.109,-305.974,102.123
137,0,567.514,134.013,61.555,671.656,91.6173,40.0036,491.238,104.185,121.436,667.223,45.8585,87.7837,611.055,62.0506,115.095,516.201,-62.9096,144.564,700.865,-152.337,85.5722,706.57,-226.909,102.381,718.072,-305.96,102.12
138,0,567.503,134.06,61.5533,671.645,91.6396,40.0476,491.249,104.245,121.393,667.204,45.9157,87.785,611.042,62.11,115.101,516.162,-62.8302,144.637,700.844,-152.295,85.6006,706.529,-226.867,102.42,718.048,-305.925,102.16
139,0,567.515,134.085,61.5246,671.647,91.6676,39.9894,491.254,104.302,121.389,667.223,45.9121,87.7575,611.025,62.1231,115.076,516.15,-62.7994,144.632,700.815,-152.292,85.5634,706.517,-226.848,102.405,718.014,-305.896,102.151
140,0,567.516,134.078,61.546,671.639,91.6683,40.014,491.257,104.296,121.383,667.189,45.8689,87.7626,611.006,62.0961,115.081,516.182,-62.7726,144.661,700.802,-152.31,85.5695,706.49,-226.856,102.431,718.002,-305.942,102.175
141,0,567.551,134.021,61.5334,671.649,91.6197,40.0317,491.28,104.279,121.371,667.227,45.8478,87.7253,611.042,62.0549,115.036,516.186,-62.8417,144.595,700.81,-152.343,85.5524,706.475,-226.93,102.36,717.973,-305.954,102.186
142,0,567.531,134.047,61.5223,671.655,91.5926,39.9277,491.293,104.319,121.317,667.244,45.8746,87.7229,611.079,62.0956,115.102,516.151,-62.8149,144.599,700.795,-152.369,85.5155,706.483,-226.933,102.306,717.949,-305.948,102.171
143,0,567.519,134.076,61.4773,671.672,91.6146,39.861,491.287,104.371,121.289,667.243,45.9051,87.7504,611.081,62.1449,115.087,516.145,-62.7874,144.584,700.771,-152.326,85.5135,706.445,-226.905,102.307,717.924,-305.96,102.151
144,0,567.542,134.097,61.4865,671.665,91.6128,39.8868,491.312,104.412,121.348,667.243,45.9051,87.7504,611.06,62.1324,115.073,516.168,-62.7596,144.661,700.749,-152.322,85.5852,706.393,-226.884,102.363,717.898,-305.923,102.24
145,0,567.543,134.098,61.4865,671.636,91.6038,39.9021,491.301,104.411,121.406,667.204,45.9157,87.785,611.065,62.1224,115.114,516.144,-62.7363,144.663,700.74,-152.317,85.6422,706.384,-226.841,102.522,717.879,-305.906,102.304
146,0,567.548,134.103,61.5214,671.65,91.638,39.9074,491.301,104.452,121.415,667.222,45.9131,87.8135,611.045,62.1599,115.183,516.143,-62.7393,144.661,700.702,-152.308,85.6328,706.368,-226.826,102.508,717.877,-305.915,102.252
147,0,567.535,134.117,61.5327,671.645,91.6315,39.9657,491.306,104.472,121.363,667.221,45.914,87.8431,611.045,62.1598,115.183,516.172,-62.709,144.686,700.707,-152.33,85.6173,706.354,-226.851,102.48,717.843,-305.921,102.255
148,0,567.507,134.104,61.4972,671.628,91.6305,39.9369,491.308,104.459,121.327,667.186,45.8726,87.7291,611.046,62.1288,115.115,516.146,-62.7327,144.605,700.706,-152.351,85.5737,706.34,-226.885,102.45,717.86,-305.947,102.244
149,0,567.521,134.089,61.4341,671.629,91.599,39.8913,491.287,104.465,121.278,667.205,45.8959,87.7578,611.046,62.1587,115.135,516.137,-62.7106,144.648,700.709,-152.386,85.5587,706.334,-226.896,102.401,717.832,-305.976,102.182
150,0,567.518,134.152,61.5074,671.625,91.6343,39.9162,491.303,104.465,121.32,667.221,45.9431,87.8308,611.064,62.1823,115.154,516.143,-62.7135,144.651,700.689,-152.344,85.6028,706.309,-226.879,102.439,717.815,-305.948,102.24
151,0,567.538,134.119,61.48,671.641,91.6501,39.9804,491.319,104.485,121.351,667.222,45.9428,87.824,611.081,62.1795,115.129,516.154,-62.7057,144.669,700.719,-152.318,85.6219,706.357,-226.857,102.469,717.838,-305.912,102.289
152,0,567.523,134.124,61.5302,671.659,91.6558,39.9693,491.323,104.423,121.328,667.221,45.8835,87.789,611.065,62.1218,115.114,516.173,-62.711,144.684,700.748,-152.364,85.585,706.389,-226.871,102.428,717.882,-305.942,102.236
153,0,567.526,134.083,61.507,671.665,91.612,39.9751,491.3,104.331,121.302,667.242,45.8761,87.7808,611.06,62.1034,115.101,516.176,-62.7793,144.621,700.805,-152.362,85.5726,706.44,-226.921,102.41,717.924,-305.957,102.223
154,0,567.468,134.032,61.4982,671.626,91.6169,39.9354,491.233,104.229,121.327,667.183,45.8796,87.7743,611.06,62.1036,115.101,516.146,-62.8652,144.574,700.785,-152.344,85.5617,706.504,-226.894,102.394,717.988,-305.971,102.173
155,0,567.413,134.007,61.502,671.574,91.5756,39.9337,491.151,104.121,121.344,667.148,45.8885,87.7883,610.966,62.0678,115.072,516.103,-62.9075,144.554,700.814,-152.344,85.5275,706.535,-226.897,102.366,718.07,-305.961,102.132
156,0,567.378,133.966,61.505,671.528,91.6229,39.9748,491.11,104.065,121.391,667.133,45.9121,87.8262,610.946,62.0405,115.077,516.088,-62.9336,144.553,700.831,-152.305,85.5711,706.559,-226.878,102.35,718.109,-305.928,102.105
157,0,567.397,133.988,61.5414,671.543,91.6129,39.9629,491.115,104.009,121.365,667.133,45.9121,87.8262,610.946,62.0403,115.077,516.118,-62.9424,144.556,700.866,-152.271,85.5953,706.62,-226.842,102.393,718.191,-305.904,102.121
158,0,567.398,133.916,61.4705,671.543,91.6134,39.962,491.126,104.013,121.415,667.169,45.9025,87.8106,610.982,62.0513,115.171,516.139,-62.9911,144.539,700.9,-152.289,85.5621,706.681,-226.849,102.364,718.25,-305.924,102.085
159,0,567.421,133.892,61.5099,671.545,91.5656,39.9979,491.13,103.931,121.424,667.165,45.8535,87.8231,610.974,61.983,115.125,516.16,-63.0488,144.53,700.913,-152.332,85.5363,706.687,-226.894,102.364,718.31,-305.966,102.056
160,0,567.405,133.838,61.48,671.549,91.5563,39.9596,491.135,103.891,121.395,667.165,45.8025,87.7766,610.957,61.9569,115.131,516.131,-63.095,144.458,700.929,-152.357,85.517,706.704,-226.906,102.374,718.283,-306.006,102.008
161,0,567.385,133.912,61.4761,671.542,91.5747,39.9664,491.116,103.927,121.401,667.146,45.8604,87.8246,610.943,61.9909,115.093,516.14,-63.0333,144.54,700.924,-152.317,85.5427,706.699,-226.858,102.361,718.31,-305.932,102.063
162,0,567.383,133.928,61.4813,671.538,91.6109,39.9923,491.081,103.954,121.442,667.167,45.9039,87.8646,610.942,62.022,115.113,516.135,-63.0085,144.556,700.909,-152.283,85.5641,706.706,-226.835,102.378,718.312,-305.912,102.073
163,0,567.387,133.922,61.5128,671.537,91.5751,39.9618,491.106,103.963,121.445,667.151,45.8794,87.792,610.961,62.0384,115.158,516.157,-63.0135,144.569,700.931,-152.297,85.5695,706.7,-226.802,102.517,718.314,-305.936,102.116
164,0,567.383,133.923,61.5424,671.552,91.5843,39.9891,491.08,103.944,121.475,667.168,45.8737,87.8416,610.961,62.0071,115.138,516.154,-63.0294,144.563,700.946,-152.273,85.6058,706.691,-226.87,102.464,718.332,-305.911,102.179
165,0,567.404,133.912,61.5059,671.553,91.5781,40.0195,491.127,103.926,121.484,667.184,45.8698,87.8727,610.978,62.0012,115.139,516.171,-63.0397,144.551,700.979,-152.304,85.5649,706.74,-226.865,102.357,718.348,-305.983,102.01
166,0,567.397,133.899,61.5208,671.538,91.5616,39.9552,491.129,103.916,121.415,667.222,45.8596,87.8415,610.974,61.9817,115.126,516.183,-63.0424,144.5,700.984,-152.33,85.5149,706.743,-226.901,102.219,718.347,-305.983,101.985
167,0,567.402,133.891,61.5108,671.539,91.5558,39.9847,491.137,103.886,121.426,667.182,45.8705,87.8604,610.98,61.9702,115.118,516.188,-63.0656,144.485,700.969,-152.354,85.48,706.746,-226.925,102.245,718.382,-306.013,101.932
168,0,567.392,133.893,61.5237,671.522,91.5835,40.0054,491.138,103.901,121.436,667.186,45.8901,87.8674,610.961,62.007,115.138,516.185,-63.047,144.529,700.969,-152.321,85.5566,706.74,-226.865,102.344,718.371,-305.934,102.072
169,0,567.406,133.91,61.5319,671.54,91.6002,39.9831,491.131,103.924,121.48,667.187,45.919,87.8547,610.982,62.0201,115.151,516.184,-63.0158,144.552,700.985,-152.316,85.5229,706.767,-226.846,102.348,718.366,-305.932,102.104
170,0,567.42,133.906,61.5153,671.554,91.5941,40.0293,491.13,103.919,121.483,667.186,45.8895,87.8301,610.979,62,115.09,516.184,-63.0158,144.552,701.005,-152.291,85.5279,706.778,-226.826,102.366,718.402,-305.922,102.102
171,0,567.422,133.896,61.5102,671.555,91.6009,40.0065,491.133,103.914,121.514,667.207,45.8609,87.8036,610.975,61.9812,115.077,516.184,-63.0158,144.552,701.037,-152.292,85.5456,706.796,-226.855,102.314,718.425,-305.933,102.044
172,0,567.423,133.896,61.5109,671.553,91.6056,39.9754,491.113,103.899,121.45,667.167,45.8523,87.7724,610.979,62,115.09,516.188,-63.0661,144.483,701.016,-152.289,85.5273,706.779,-226.882,102.28,718.418,-305.948,102.021
173,0,567.403,133.878,61.5062,671.558,91.5824,39.9596,491.116,103.897,121.448,667.183,45.8697,87.8199,610.975,61.9521,115.105,516.159,-63.085,144.505,701.001,-152.343,85.5042,706.782,-226.879,102.379,718.412,-305.946,102.057
174,0,567.393,133.865,61.4426,671.541,91.565,39.8922,491.119,103.873,121.431,667.186,45.8388,87.796,610.943,61.9799,115.143,516.175,-63.0904,144.481,701.001,-152.326,85.5133,706.765,-226.885,102.316,718.404,-306,101.998
175,0,567.385,133.89,61.489,671.55,91.5889,39.9583,491.096,103.877,121.446,667.184,45.8692,87.8183,610.978,62.0012,115.139,516.16,-63.0844,144.503,700.984,-152.287,85.5112,706.761,-226.854,102.343,718.418,-305.948,102.019
176,0,567.388,133.911,61.52,671.548,91.6087,40.0072,491.115,103.894,121.482,667.188,45.9188,87.8512,610.961,62.0078,115.138,516.186,-63.0464,144.527,701.001,-152.298,85.5003,706.774,-226.84,102.316,718.447,-305.941,102.001
177,0,567.408,133.898,61.5644,671.553,91.6073,39.9773,491.117,103.878,121.473,667.204,45.8915,87.8297,610.975,61.9822,115.125,516.17,-63.04,144.55,701.003,-152.303,85.5298,706.783,-226.881,102.306,718.467,-305.945,102.029
178,0,567.393,133.875,61.5344,671.576,91.5671,39.98,491.133,103.845,121.445,667.204,45.8621,87.8108,610.975,61.9518,115.105,516.174,-63.0824,144.526,701.031,-152.298,85.5666,706.801,-226.852,102.325,718.454,-305.979,102.029
179,0,567.394,133.857,61.4859,671.543,91.5772,39.9698,491.12,103.854,121.457,667.185,45.839,87.7938,610.976,61.9532,115.105,516.179,-63.1024,144.511,701.024,-152.305,85.5482,706.803,-226.848,102.312,718.454,-305.964,102.039
180,0,567.411,133.85,61.4613,671.559,91.5814,39.9917,491.136,103.838,121.465,667.204,45.8619,87.8073,610.976,61.9531,115.105,516.193,-63.0948,144.507,701.024,-152.304,85.548,706.803,-226.848,102.306,718.466,-305.946,102.033
181,0,567.395,133.859,61.4882,671.554,91.5812,40.0222,491.121,103.855,121.455,667.203,45.8624,87.8088,610.976,61.9529,115.105,516.19,-63.0869,144.502,701.03,-152.295,85.5361,706.796,-226.849,102.345,718.472,-305.973,102.013
182,0,567.389,133.88,61.5027,671.535,91.5517,39.9352,491.102,103.833,121.449,667.204,45.8621,87.8108,610.974,61.983,115.125,516.192,-63.0941,144.51,701.024,-152.266,85.5556,706.806,-226.842,102.384,718.45,-305.935,102.043
183,0,567.389,133.88,61.5027,671.538,91.5868,39.9413,491.086,103.851,121.452,667.204,45.8623,87.8144,610.974,61.9829,115.125,516.169,-63.0576,144.542,701.025,-152.264,85.5552,706.797,-226.803,102.401,718.466,-305.943,101.998
184,0,567.389,133.88,61.5027,671.534,91.5544,39.9046,491.089,103.832,121.405,667.166,45.8526,87.7795,610.957,61.9569,115.131,516.191,-63.0909,144.479,701.024,-152.265,85.5554,706.783,-226.86,102.266,718.466,-305.945,102.031
185,0,567.395,133.86,61.4862,671.548,91.5766,39.9388,491.093,103.824,121.431,667.204,45.8619,87.8073,610.957,61.9569,115.131,516.173,-63.0778,144.497,701.025,-152.292,85.5682,706.792,-226.854,102.347,718.482,-305.918,102.062
186,0,567.406,133.858,61.5657,671.55,91.5725,39.9704,491.126,103.833,121.45,667.202,45.8637,87.8699,610.975,61.9497,115.131,516.197,-63.1169,144.493,701.03,-152.293,85.5373,706.794,-226.853,102.348,718.482,-305.917,102.06
187,0,567.41,133.863,61.5109,671.564,91.6007,39.9774,491.135,103.839,121.467,667.184,45.847,87.8296,610.976,61.9516,115.105,516.193,-63.0935,144.508,701.045,-152.276,85.6028,706.809,-226.839,102.377,718.482,-305.918,102.062
188,0,567.403,133.858,61.5378,671.558,91.5968,40.0059,491.126,103.832,121.449,667.203,45.8625,87.8197,610.957,61.956,115.131,516.207,-63.0732,144.542,701.045,-152.276,85.6031,706.821,-226.82,102.438,718.48,-305.878,102.101
189,0,567.408,133.871,61.5788,671.567,91.6048,40.0252,491.126,103.833,121.45,667.166,45.8533,87.8197,610.956,61.9566,115.131,516.207,-63.0749,144.54,701.04,-152.244,85.6227,706.822,-226.806,102.401,718.497,-305.892,102.125
190,0,567.391,133.851,61.5427,671.559,91.5941,40.0348,491.128,103.832,121.448,667.164,45.8538,87.8309,610.957,61.9569,115.131,516.209,-63.1001,144.484,701.04,-152.244,85.6227,706.811,-226.816,102.377,718.5,-305.894,102.102
191,0,567.377,133.864,61.5558,671.526,91.5739,40.0201,491.109,103.814,121.419,667.165,45.8538,87.83,610.94,61.9628,115.13,516.161,-63.119,144.452,701.029,-152.258,85.5828,706.806,-226.795,102.41,718.49,-305.852,102.13
192,0,567.392,133.838,61.5359,671.528,91.5839,40.0128,491.098,103.8,121.413,667.182,45.8704,87.8674,610.957,61.9569,115.131,516.161,-63.1215,144.452,701.023,-152.236,85.6313,706.8,-226.796,102.44,718.481,-305.879,102.135
193,0,567.391,133.839,61.5339,671.56,91.5781,40.0271,491.098,103.787,121.408,667.167,45.8523,87.7724,610.953,61.9371,115.118,516.177,-63.1025,144.514,701.028,-152.277,85.6054,706.801,-226.817,102.382,718.486,-305.909,102.121
194,0,567.404,133.854,61.5644,671.589,91.6027,40.0491,491.113,103.823,121.446,667.187,45.8648,87.8289,610.953,61.9368,115.118,516.182,-63.104,144.488,701.039,-152.245,85.6226,706.808,-226.833,102.404,718.497,-305.892,102.123
195,0,567.416,133.883,61.6033,671.589,91.6225,40.0611,491.126,103.863,121.495,667.166,45.8526,87.7795,610.957,61.9564,115.131,516.19,-63.0594,144.557,701.048,-152.222,85.6418,706.795,-226.802,102.416,718.48,-305.882,102.144
196,0,567.416,133.885,61.6017,671.589,91.6224,40.0605,491.133,103.874,121.516,667.166,45.8533,87.8197,610.939,61.963,115.13,516.205,-63.0387,144.588,701.015,-152.243,85.6127,706.793,-226.804,102.418,718.462,-305.869,102.125
197,0,567.398,133.918,61.6315,671.574,91.6149,40.0706,491.109,103.871,121.52,667.166,45.853,87.813,610.939,61.963,115.13,516.207,-63.051,144.54,701.029,-152.263,85.6132,706.792,-226.824,102.423,718.447,-305.898,102.096
198,0,567.404,133.919,61.6053,671.57,91.6368,40.087,491.123,103.888,121.511,667.166,45.853,87.813,610.938,61.9926,115.151,516.19,-63.0594,144.557,701.009,-152.259,85.5954,706.774,-226.851,102.382,718.428,-305.924,102.126
199,0,567.423,133.925,61.5539,671.589,91.6194,40.0589,491.131,103.915,121.516,667.183,45.8695,87.8163,610.974,61.983,115.125,516.221,-63.0451,144.565,701.011,-152.274,85.5665,706.773,-226.848,102.348,718.419,-305.932,102.081
200,0,567.437,133.911,61.5427,671.587,91.626,40.0301,491.152,103.91,121.529,667.204,45.8621,87.8108,610.993,61.9684,115.151,516.24,-63.0588,144.546,701.022,-152.318,85.5091,706.79,-226.856,102.332,718.442,-305.94,101.989
201,0,567.431,133.903,61.5964,671.585,91.6164,40.0911,491.155,103.885,121.574,667.204,45.8621,87.8108,610.976,61.9532,115.105,516.238,-63.0643,144.601,701.04,-152.269,85.6032,706.796,-226.835,102.348,718.466,-305.946,102.033
